SID,Score,Correctly states that frequency is proportional to energy of light,Explaining sentence 1: energy levels of an electron in an atom are quantized,Explaining sentence 1: FULLY explains energy/frequency absorbed must equal the difference in energy levels in an electron,Explaining sentence 1: PARTIALLY explains energy/frequency absorbed must equal the difference in energy levels in an electron,Explaining sentence 2: a minimum amount of energy is needed to eject an electron,Explaining sentence 2: any additional energy becomes kinetic energy,Incorrect statement included,Incorrect,Blank,Adjustment,Comments
e89d37b7-bb43-4337-a020-2a4589d3b7c5,5,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,you do not express that only specific transitions can occur
773921f8-543c-4d34-a8c4-7d6ee05ede2e,4,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,did not specify that the energy added by light must be equal to the energy difference
8b0247b4-00f8-4142-a96d-3dd009748eaa,5,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,you do not specify that this exact frequency is due to the difference in energy levels being quantized
a1ac6ac4-8310-4df4-adbf-a1cd41e0a6c4,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
61c0cc44-3833-4784-bf01-898bfd11c3bf,4,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
2235dd7f-1fa3-43e1-a0ac-2e9376f5f077,3,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,
786b7727-cca5-491e-9550-f1cdccbd3703,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,specific frequency correlates to an energy difference
f8791b7f-6882-4188-aa54-b71d1bacbe22,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
33d49c3a-26a8-44eb-8308-3a7e54a530cb,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
40114645-626c-4eb8-a0c2-1f2c919cf910,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,
2f17f741-d6a7-405f-9dda-c4c2c559852f,5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
b09f8c23-160a-4ab8-ab6a-3dde9aa51bf6,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,Understood relative KE to energy absorbed but did not specify conservation of energy
58b80aca-180a-4611-9ac4-1df8db702d2f,8,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
d3409a2f-df27-42e5-bdba-98951d34904a,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
68202ece-2964-454d-8651-302f68b89090,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,-1,incomplete explanation of KE. Higher frequency means greater KE bc of conservation of energy
256f93ab-70ab-49e2-9959-be82b932e3e4,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
a89f1aba-6f70-4cde-b631-128b6e59273f,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
9e231872-9b33-4690-8fd5-f51b1746bb2e,8,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
9180aecf-2ba7-448f-ba71-e13492f237b4,6,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
f12d3d61-0548-4eb0-8537-edc894d5a410,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
74f27469-8446-4af7-bc21-a48d03454a03,5,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,you do not specify that the energy input is equal to the energy transitions between the energy levels
eca11a9c-5d52-4124-b7ab-919460b07735,5,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,"only specific frequencies, that give the exact amount of energy to make the energy transition will excite e- within an atom"
941d83b8-f12f-440a-ae71-acd1d5f71ac3,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,you do not specify that the energy input is equal to the energy transitions between the energy levels
a21a02aa-6f94-420a-a5be-e57aab2add9a,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
d393da96-1782-425a-bf97-66b5068a8860,7,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
90393566-4860-4959-99ed-883001b808eb,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
5ab99749-6fde-4b7b-90ba-7eab3167ba2b,8,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
ee5ee66a-ffb1-43f5-a43f-066daf334377,6,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
f0de5f37-8bc5-478a-97e9-5c6a9309ec2b,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
50bbb336-9ca5-4dcd-959d-ec0ff2c9d305,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,does not specify that the energy absorbed is equal to the difference/ transition in energy levels or that the transitions are specific
7363e3d1-5539-4ddb-af10-9f8cbe344f92,6,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
613ee53c-8700-4133-a27f-5dc06bb086d4,3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
5e906002-4431-4298-b562-fc97a6795290,3,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,does not specify that energy transitions between shells are discrete
46fd3290-5378-4eb9-a2b8-35b08ac8ce41,4,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,does not specify that added energy has to be specific to the energy difference between shells. also to excite an e- energy is being absorbed/ added. Emissions of light only occur with release of energy
7a10890a-9e2e-4eee-8734-6f24af1a57c8,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,explanation is not developed sufficiently
18d6285c-30ca-46b0-b68f-4b9d889807bc,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
ac67b561-e75f-4225-84fd-2a5cc35663d7,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,does not discuss how the energy levels and transitions are also quantized and specific
581393fa-47c3-4964-bb68-060e0ae767fa,5,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,doesnt specify that energy transitions are quantized
76155103-9584-4b35-bd09-aeee5b597322,7,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,does not specify that energy transition between shells is equal to energy added
a501acc0-1cf8-4ce2-8d27-b7e90c3b8697,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,sentence 1: explanation is not developed sufficiently
6979f284-b206-40f6-b6b7-0475e34a8380,2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,does not specify that the energy transition requires a specific added energy
03bfd974-3d84-47c8-8f76-9da5be0b0a58,6,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
a77f4e66-0726-4a5c-9c07-86877dbcbbbc,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
5c5cec47-6a92-4dc1-b173-8cc3469abd99,2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,you do not specify that this exact frequency is due to the difference in energy levels being quantized/ requiring that exact energy input
4162535d-7d41-4d12-b9a3-49e49b3ba936,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
b7f8fb93-a8a7-4a3a-aa2c-520ec9ef472d,4,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,does not specify that differences in energy levels dictates the amount of energy needed to make this jump
89bc9431-17e0-4010-a9ad-b92df2f3e297,6,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
a92c08ac-bb3b-47db-b638-482586524ac2,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
ab0f53db-d068-45da-a343-a5ea5a38d9ea,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
3a58b994-c33a-4dc8-b9fa-8ea6c641832a,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
35810c75-fb93-41e0-ba01-0de153ae790b,8,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
b792aa9e-2aae-420e-9679-9ce5fdd96b18,6,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
16d1bf4b-97b5-441d-9220-90ceba4bec46,6,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
03fa8f3d-b4d6-48c7-b383-b10fbb5df2d0,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
54eb064d-018f-407b-8380-79377149b6fd,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
c3c8af96-e3e2-466f-98c4-f2e803a89133,4,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
193a299e-c99e-4e56-9410-2614c6db42ee,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
3e29dc42-1d23-4552-9259-0372d332c9d9,8,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
677f1afe-babe-4314-b6b7-b10dd8f4cade,3,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
6f83ea86-f043-452f-8d28-46f1c190e2ae,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
48dd5a4f-8099-4b72-9c27-f8669aa7fb58,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
3e85991e-a26b-4b29-b8af-232cfaaf9b4c,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1f7916c6-4f09-4b00-b067-fd6add6b843f,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
caeab016-c94e-4488-9030-e8d609397691,5,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
f4e27d23-b8a6-4273-a245-f1d7e62cd3ed,3,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
5bfc8e8b-a864-4c89-9f5b-55d76164d970,4,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,-1,
a26121ba-65ef-4f53-aee2-5aa67b343175,6,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
14b30de7-4016-4ffa-87fc-60463d24fd04,6,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
c837abaa-9082-4628-8cc5-58da45ce0705,5,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
4f12fd99-7cc9-4950-9037-241675757594,5,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
c35bce76-a822-4889-b372-13f22278ccf3,6,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
c65049f0-a5af-48b7-b16b-84a4c8ec8758,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
20066229-45da-4c82-85fd-22e61c8a223b,3,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,
fcf2908e-da54-4047-abd7-a84285a7cafb,6,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
d895595d-86d8-4044-a8a2-168d18fe6228,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
a8a1af1e-8833-4d6f-9b8e-c4b49723373f,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
a18f7309-f16e-4eb6-880b-3d3ab4a14ed5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
6a8f4d4b-2fa9-450d-b9d3-c1da9482152f,7,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,
4f36e6f7-e590-4666-979c-8fd11ff066f9,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
a694a1f9-052f-4d3c-b193-73c8b9cc2a6f,4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
cafa911b-6ca4-46d0-b2d5-b6e958b1bde7,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
1989a9b7-e3e2-4ee4-81e4-7180452b0f13,5,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
4e1104f1-2d85-4f4c-8bf3-c97b3d41684c,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
d903bc08-4f5e-4995-8925-1b0c5108fb24,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
4e163c8a-763a-4686-be2b-1346ec7664bb,8,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
b3a24eb9-6b60-4a37-a50c-d567e0ae0188,5,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,
b088b37b-74ae-40c3-a768-e9bbcd9b60ce,3,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,
7a5c2136-578f-4d3d-817f-df1b09cc58b4,6,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
489dfb10-fb3c-46e5-b9db-cdfd418ec2c9,6,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
1a9540cc-64c1-4458-bd6b-310e27dd0577,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
50e60ee3-e131-4cf5-a6f6-b084c4cdcf42,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,
5e6bd9a1-133d-4656-8012-c96bd0958989,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
f10f9648-ab50-42c8-934d-2dd04858b10b,3,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
d6e47efe-68f8-4c6c-9231-f10a5a69292c,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
1bc6ffba-edc2-4789-94d1-8a6645921781,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
0993dee5-ed6d-43d9-92d5-bf5fc9ba26ad,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
0a36e6b5-1c71-483a-936c-44dc76292618,8,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
a59731a3-cb13-4264-a462-1648d4e6e251,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
4781f26d-206c-4fde-ac53-9bc81ca5519b,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
7257a881-7e1a-4542-9d90-e457593906b4,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
71539020-ab9a-4d2e-b6fa-133de7a44ec1,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
256237e0-fbe6-4abe-8c2e-ee72c7cbaf87,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
cf518b01-4bac-4dfb-aeac-393f7bba5d59,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
1faf0e89-9dcc-4243-b549-efa4a9524470,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
a8f77bc8-db74-486f-bee3-c1df832f8537,3,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,
cd83c284-2e76-4141-b8f2-1b8c1c8aa9c1,6,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
32d4ca9f-788b-4509-b8f0-482015730eb7,6,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
3162abd2-99ce-41b5-a7da-10a5f7aa0bfe,7,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
17f8345b-7ed2-483f-857b-652e9f9d5ff2,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
81ced852-bbad-4945-a4d8-8590c118aa76,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
f10e4fbd-8fec-485b-ace4-3059a9bc4a33,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
c43d4242-b566-44f9-ae9f-df12af445930,6,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,
6bfddb80-1c6c-45f9-8227-71440dff74ee,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
5649858f-f71d-48e4-9eee-c6537a79faa5,3,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
24941c96-2e75-43b6-99af-ed6e777782ff,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
bde264df-df71-4227-99d1-5cffcddd9b0e,3,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
9f7fea1a-726d-41ef-905b-def8ed1cd6ec,5,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
05c3c86b-28c8-4bf3-bac7-94abaf03f0b9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
004d4982-0921-4940-aed7-cf64bea3bd22,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,
c17c68ff-fa9c-475d-aba1-06b425a5186d,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
8a50e4a2-9088-4e2c-9211-db6e8c280f2c,6,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
58230ef1-9bac-41cf-9535-28ce0eec8c1b,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
dfc0ec2e-94f7-44d6-b73c-b9274da5be28,6,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
4e9fc8ea-9731-45d8-aa3d-17a36743c30f,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
5215e546-6c5f-478e-a74d-ad255a2af56b,3,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,
e3eee9a8-cfaf-4850-99f1-593929e6fb3c,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
abca9fb0-496d-4b7c-a617-e6b9e734b1b5,8,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
607c2c94-ec40-4969-9ea5-c14e0608a4e7,5,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
4b7207ef-491c-4ec6-b8b0-3d01774fc36f,8,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
abf8091a-529e-4c19-9c9f-0a684ad70583,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
d5cb218e-3d22-4678-aadb-5040df7c99a0,6,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,
3eb2d1ab-b4ee-4736-a912-6d18288f5b18,6,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
20b524df-8abc-42f9-8445-712c79f85aac,6,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
46d92487-64e9-4000-9bf7-9e67c0327383,5,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
12e15290-39c0-4305-99bc-605a9234200e,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
bffbd48d-1ac6-4b76-9954-9aa57ae628be,4,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
af506b8e-dfc0-46c2-9180-889217a7c567,8,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
709e6a09-98f2-4344-bcbd-c16454205fbd,4,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
53a5b4af-00a9-4255-a4a2-c6c10a144616,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
a068db7d-6013-4d2d-8ff0-eb6700954f61,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
85a01d78-1990-41ad-b45b-a323d0eadb1f,8,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
437003e5-d03f-4337-b04f-2255c93f1b05,6,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,"Frequency is proportional to, not equal to, E"
a26585d7-8d78-437e-947e-2dec9d75650d,5,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,"E total is IE + KE, not PE"
d8814161-6671-4b30-b34e-69b16e343994,8,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
6d2f3d60-f4c9-4c01-870e-291a16876cde,6,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
9531fe02-04f2-48ab-8736-72ac0725673f,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
3864fd4c-6445-4bfa-add0-27f087d20bb6,5,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
843d0446-3f17-40a6-84fd-f28b48be56a9,5,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
97bd15ac-acec-48f2-b900-787c633e1806,3,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,,
8577878b-aad3-4c93-81c5-19e014b5a11b,6,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
2cbe009b-a28b-4eed-8d68-b7ac76996c07,6,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
699ef8ba-a402-4886-b266-4b22dbc980c8,2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
35810254-602b-464e-820e-5767930b799d,8,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
afda05e7-bd45-470b-934b-523f526151c4,3,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
733cbe17-65b0-4f26-b392-4dad8535be5b,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
f451286b-7418-4117-801b-63bff339bb1f,5,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
bdb4c01f-8b87-4e27-96a9-e10a0cff4d3e,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
c8ae4a8f-0cc9-4126-be28-73b02dcb874b,6,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,
26575853-040f-4531-9bac-6a23a1c9ac98,3,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
